id,Speciality,Vacancy,Date,Date (Квартал),AvgSalary,salary_to,salary_from,salary_currency,employer_name,Year,area_name,Country
238,Аналитик,Data engineer (Клиентская аналитика),10/09/20,3,"","","","",Альфа-Банк,2020,Москва,Russian Federation
239,Аналитик,Data engineer (Клиентская аналитика),24/04/20,2,"","","","",Альфа-Банк,2020,Москва,Russian Federation
240,Аналитик,Data Engineer / Analyst,17/02/21,1,"","","","",АИСТ ГЕЙМС,2021,Москва,Russian Federation
241,Аналитик,Data Engineer/Analyst DWH (Управление валидации),01/09/21,3,"","","","",Сбербанк,2021,Москва,Russian Federation
242,Аналитик,Data Engineer/Analyst DWH (Управление валидации),05/10/21,4,"","","","",Сбербанк,2021,Москва,Russian Federation
243,Аналитик,Data Quality Analyst,13/04/20,2,"","","","",МТС,2020,Москва,Russian Federation
244,Аналитик,Data Quality Analyst,14/05/20,2,"","","","",МТС,2020,Москва,Russian Federation
245,Аналитик,Data science (Big Data аналитик),21/10/21,4,"","","","",VK,2021,Москва,Russian Federation
246,Аналитик,Data Science Analyst,17/04/20,2,"","","","",Recruitment Boutique S.M.Art,2020,Москва,Russian Federation
247,Аналитик,Data science аналитик группы валидации моделей,29/04/20,2,"","","","",Recruitment Boutique S.M.Art,2020,Москва,Russian Federation
248,Аналитик,Data Scientist,24/07/20,3,130000,"",130000,RUR,Цифровое проектирование,2020,Санкт-Петербург,Russian Federation
249,Аналитик,Data Scientist,28/07/20,3,"","","","",Selecty,2020,Москва,Russian Federation
250,Аналитик,Data Scientist,25/08/20,3,"","","","",Первая Грузовая Компания,2020,Москва,Russian Federation
251,Аналитик,Data scientist,19/08/20,3,"","","","",Сбер Маркетинг,2020,Москва,Russian Federation
252,Аналитик,Data Scientist,12/09/20,3,"","","","",Билайн,2020,Москва,Russian Federation
253,Аналитик,Data Scientist,26/08/20,3,"","","","",Почтовые технологии,2020,Москва,Russian Federation
254,Аналитик,Data Scientist,16/08/20,3,"","","","",Ozon,2020,Москва,Russian Federation
255,Аналитик,Data Scientist,26/01/21,1,"","","","","МАГНИТ, Розничная сеть",2021,Москва,Russian Federation
256,Аналитик,Data Scientist,18/08/20,3,"","","","",Ozon,2020,Санкт-Петербург,Russian Federation
257,Аналитик,Data Scientist,10/09/20,3,"","","","",Air Liquide,2020,Москва,Russian Federation
258,Аналитик,Data Scientist,11/05/21,2,"","","","",Гудфокаст,2021,Москва,Russian Federation
259,Аналитик,Data Scientist,10/09/20,3,145000,170000,120000,RUR,КИБЕРБОРЕЯ,2020,Москва,Russian Federation
260,Аналитик,Data Scientist,31/08/20,3,"","","","",Datana (ГК ЛАНИТ),2020,Москва,Russian Federation
261,Аналитик,Data Scientist,29/01/21,1,110000,"",110000,RUR,Цифровое проектирование,2021,Санкт-Петербург,Russian Federation
262,Аналитик,Data Scientist,28/08/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
263,Аналитик,Data Scientist,20/08/20,3,"","","","",ЦРТ | Группа компаний,2020,Санкт-Петербург,Russian Federation
264,Аналитик,Data Scientist,07/09/20,3,"","","","","МАГНИТ, Розничная сеть",2020,Москва,Russian Federation
265,Аналитик,Data scientist,10/09/20,3,"","","","",Перфект Арт,2020,Санкт-Петербург,Russian Federation
266,Аналитик,Data Scientist,07/09/20,3,"","","","","МАГНИТ, Розничная сеть",2020,Санкт-Петербург,Russian Federation
267,Аналитик,Data scientist,01/12/21,4,"","","","",Сбербанк,2021,Москва,Russian Federation
268,Аналитик,Data Scientist,02/09/20,3,"","","","",Сбербанк,2020,Санкт-Петербург,Russian Federation
269,Аналитик,Data Scientist,08/12/20,4,175000,200000,150000,RUR,Софтвайс,2020,Санкт-Петербург,Russian Federation
270,Аналитик,Data Scientist,03/09/20,3,"","","","","Глобус, Сеть гипермаркетов",2020,Москва,Russian Federation
271,Аналитик,Data Scientist,09/01/21,1,"","","","",WorldQuant,2021,Санкт-Петербург,Russian Federation
272,Аналитик,Data Scientist,17/01/21,1,175000,200000,150000,RUR,Софтвайс,2021,Санкт-Петербург,Russian Federation
273,Аналитик,Data Scientist,22/12/20,4,"","","","",WorldQuant,2020,Санкт-Петербург,Russian Federation
274,Аналитик,Data Scientist,28/01/21,1,215000,280000,150000,RUR,РАБЛЗ,2021,Москва,Russian Federation
275,Аналитик,Data Scientist,01/10/20,4,180000,210000,150000,RUR,РАБЛЗ,2020,Москва,Russian Federation
276,Аналитик,Data Scientist,11/01/21,1,111850,122500,101200,RUR,КБ «Уральский банк реконструкции и развития» (УБРиР),2021,Екатеринбург,Russian Federation
277,Аналитик,Data Scientist,06/04/21,2,150000,180000,120000,RUR,МАГ Девелопмент,2021,Томск,Russian Federation
278,Аналитик,Data Scientist,23/11/20,4,"","","","",oneFactor,2020,Москва,Russian Federation
279,Аналитик,Data scientist,16/03/21,1,"","","","",ЭР-Телеком,2021,Пермь,Russian Federation
280,Аналитик,Data Scientist,11/01/21,1,"","","","",Техностар,2021,Санкт-Петербург,Russian Federation
281,Аналитик,Data Scientist,23/09/21,3,"","","","","МАГНИТ, Розничная сеть",2021,Москва,Russian Federation
282,Аналитик,Data Scientist,17/03/21,1,"","","","",Сбербанк,2021,Москва,Russian Federation
283,Аналитик,Data Scientist,09/01/21,1,"","","","",Доценко Дарья,2021,Москва,Russian Federation
284,Аналитик,Data Scientist,12/04/21,2,"","","","",Баер Макспостер,2021,Санкт-Петербург,Russian Federation
285,Аналитик,Data Scientist,03/02/21,1,"","","","",ГК Innostage,2021,Казань,Russian Federation
286,Аналитик,Data scientist,03/02/21,1,"","","","",dentsu,2021,Москва,Russian Federation
287,Аналитик,Data Scientist,03/02/21,1,"","","","",«Газпромбанк» (Акционерное общество),2021,Москва,Russian Federation
288,Аналитик,Data Scientist,22/12/20,4,"","","","",Wrike,2020,Санкт-Петербург,Russian Federation
289,Аналитик,Data Scientist,14/01/21,1,"","","","",Сбербанк,2021,Москва,Russian Federation
290,Аналитик,Data Scientist,23/12/20,4,"","","","",oneFactor,2020,Москва,Russian Federation
291,Аналитик,Data Scientist,08/04/21,2,300000,"",300000,RUR,Movavi,2021,Новосибирск,Russian Federation
292,Аналитик,Data scientist,15/01/21,1,"","","","",Recruitment Boutique S.M.Art,2021,Москва,Russian Federation
293,Аналитик,Data scientist,27/12/20,4,100000,"",100000,RUR,Цифровая стройка,2020,Москва,Russian Federation
294,Аналитик,Data Scientist,07/07/21,3,"","","","",DIGINETICA,2021,Москва,Russian Federation
295,Аналитик,Data Scientist,31/12/20,4,"","","","",Тинькофф,2020,Москва,Russian Federation
296,Аналитик,Data Scientist,18/03/21,1,"","","","",GlobalCareer,2021,Москва,Russian Federation
297,Аналитик,Data Scientist,03/02/21,1,60000,95000,25000,RUR,Лаборатория Данных,2021,Нижний Новгород,Russian Federation
298,Аналитик,Data Scientist,12/05/21,2,110000,150000,70000,RUR,Кадровое агентство Алексея Сухорукова,2021,Новосибирск,Russian Federation
299,Аналитик,Data Scientist,20/05/21,2,1250,1500,1000,EUR,Verfacto,2021,Москва,Russian Federation
300,Аналитик,Data Scientist,02/06/21,2,200000,250000,150000,RUR,Нейронов Антон,2021,Санкт-Петербург,Russian Federation
301,Аналитик,Data Scientist,08/03/21,1,"","","","",Звено Успеха,2021,Москва,Russian Federation
302,Аналитик,Data scientist,31/05/21,2,"","","","",Bip.ru,2021,Москва,Russian Federation
303,Аналитик,Data Scientist,05/02/21,1,111850,122500,101200,RUR,КБ «Уральский банк реконструкции и развития» (УБРиР),2021,Екатеринбург,Russian Federation
304,Аналитик,Data scientist,26/10/21,4,150000,150000,"",RUR,Diamond Personnel R&C,2021,Москва,Russian Federation
305,Аналитик,Data Scientist,11/02/21,1,150000,180000,120000,RUR,МАГ Девелопмент,2021,Москва,Russian Federation
306,Аналитик,Data Scientist,23/02/21,1,150000,180000,120000,RUR,МАГ Девелопмент,2021,Новосибирск,Russian Federation
307,Аналитик,Data scientist,28/06/21,2,210000,"",210000,RUR,L’etoile Digital,2021,Москва,Russian Federation
308,Аналитик,Data Scientist,27/01/21,1,"","","","",Самокат (ООО Умный ритейл),2021,Москва,Russian Federation
309,Аналитик,Data Scientist,06/04/21,2,"","","","",КБ «Уральский банк реконструкции и развития» (УБРиР),2021,Екатеринбург,Russian Federation
310,Аналитик,Data Scientist,17/02/21,1,175000,200000,150000,RUR,Софтвайс,2021,Санкт-Петербург,Russian Federation
311,Аналитик,Data Scientist,04/03/21,1,"","","","",АЙФЭЛЛ,2021,Москва,Russian Federation
312,Аналитик,Data Scientist,27/04/21,2,"","","","",oneFactor,2021,Москва,Russian Federation
313,Аналитик,Data Scientist,06/03/21,1,"","","","",Баер Макспостер,2021,Санкт-Петербург,Russian Federation
314,Аналитик,Data Scientist,07/04/21,2,150000,180000,120000,RUR,МАГ Девелопмент,2021,Москва,Russian Federation
315,Аналитик,Data Scientist,08/04/21,2,"","","","",Napoleon IT,2021,Санкт-Петербург,Russian Federation
316,Аналитик,Data Scientist,14/04/21,2,"","","","",Selecty,2021,Москва,Russian Federation
317,Аналитик,Data scientist,17/02/21,1,"","","","",М.Видео-Эльдорадо,2021,Москва,Russian Federation
318,Аналитик,Data Scientist,04/03/21,1,"","","","",Самокат (ООО Умный ритейл),2021,Санкт-Петербург,Russian Federation
319,Аналитик,Data scientist,05/03/21,1,"","","","",Центр финансовых технологий,2021,Новосибирск,Russian Federation
320,Аналитик,Data Scientist,16/04/21,2,"","","","",LIBERTEX,2021,Москва,Russian Federation
321,Аналитик,Data Scientist,14/05/21,2,"","","","",Сбербанк,2021,Москва,Russian Federation
322,Аналитик,Data scientist,09/03/21,1,"","","","",ФИНАМ,2021,Москва,Russian Federation
323,Аналитик,Data Scientist,25/03/21,1,"","","","",Сбербанк,2021,Москва,Russian Federation
324,Аналитик,Data Scientist,14/03/21,1,150000,150000,"",RUR,Многопрофильная клиника «Скандинавия». Клиника репродукции «Скандинавия АВА-ПЕТЕР»,2021,Санкт-Петербург,Russian Federation
325,Аналитик,Data Scientist,25/03/21,1,"","","","",Лаборатория Данных,2021,Нижний Новгород,Russian Federation
326,Аналитик,Data Scientist,23/11/21,4,"","","","",Selecty,2021,Москва,Russian Federation
327,Аналитик,Data Scientist,30/03/21,1,"","","","",AIPeople,2021,Санкт-Петербург,Russian Federation
328,Аналитик,Data Scientist,29/03/21,1,"","","","",Vivid Money,2021,Москва,Russian Federation
329,Аналитик,Data scientist,24/08/21,3,"","","","",Ростелеком,2021,Москва,Russian Federation
330,Аналитик,Data Scientist,19/04/21,2,"","","","",ANCOR,2021,Москва,Russian Federation
331,Аналитик,Data Scientist,25/10/21,4,"","","","","МАГНИТ, Розничная сеть",2021,Москва,Russian Federation
332,Аналитик,Data Scientist,16/03/21,1,215000,250000,180000,RUR,Кадровое агентство ЕВА,2021,Санкт-Петербург,Russian Federation
333,Аналитик,Data Scientist,20/04/21,2,"","","","",Сбербанк,2021,Москва,Russian Federation
334,Аналитик,Data Scientist,02/08/21,3,4000,5000,3000,USD,COMTEK Inc.,2021,Москва,Russian Federation
335,Аналитик,Data Scientist,02/04/21,2,"","","","",Первая Грузовая Компания,2021,Москва,Russian Federation
